pid,date,text
4501331511,Jun  2,On Cranberry Lake... - m4w
4501223760,Jun  2,Black dress - m4w
4500971576,Jun  2,You cut my hair today:) Supercuts- Clifton Riverfront Plaza) - m4w
4500750465,Jun  2,Camouflage Pants - m4w
4500606005,Jun  2,"you left your tool behind, papi - m4m"
4500516483,Jun  2,Drunk High-fiving Model A.J. on PATH - m4m
4500319594,Jun  2,Heddie at Zeppland Hall - m4w
4500152533,Jun  2,Biking 9W Stateline to Ft Lee on Sunday - m4w
4500132928,Jun  2,New Milford garage sale lady - m4w
4500139644,Jun  2,"I'm tired being accused , I'm the victim - m4w"
4467784650,Jun  2,Quick check(raymond blvd) - m4w
4500082473,Jun  2,green jacket/pants girl 14th st path train - m4w
4500075652,Jun  2,driving on the turnpike 6/2 during morning rush hour - m4w
4452328576,Jun  2,Whole foods today... - m4m
4500040956,Jun  2,"""Great catch"" tshirt in ShopRite June 1 - m4w"
4500001527,Jun  2,Home Depot - m4w
4499976441,Jun  2,dunkin donuts west orange sunday 6/1 - m4m
4499819933,Jun  2,my sweet danielle paramus - m4w
4499809953,Jun  2,That red lipstick - m4w
4475892109,Jun  1,Looking for Michael - m4m
4499712868,Jun  1,Diesel Power - w4m
4499671339,Jun  1,Rachel at the Andover Diner - m4w
4499491610,Jun  1,I think your name was Darren? - m4m
4499439988,Jun  1,Outback Waiter - m4m
4499161408,Jun  1,massage place - m4w
4498997993,Jun  1,24 Hour Fitness - m4m
4498904200,Jun  1,Lowes parking lot Saturday morning
4498701598,Jun  1,Dog House Saloon Last Night - m4w
4498663719,Jun  1,Reese - m4w
4498627234,Jun  1,i look fo some one teach me english language by speaking  - m4mw
4498614058,Jun  1,Veggie Straws - ShopRite - w4m
4480481271,Jun  1,need my cock sucked and Fuked - m4w
4498556135,Jun  1,golds gym - m4m
4498414907,Jun  1,Fem Asian Guy in Green Top at Qdoba - m4m
4498370008,Jun  1,Amy - m4w
4498263015,May 31,RenÃ©e Zellweger  - m4w
4498002995,May 31,Bally Total Fitness Englewood Cliffs  - m4m
4497600095,May 31,Buy rite liquor  - m4w
4497396042,May 31,Doctor's office Thursday 29th  - m4m
4497331564,May 31,First Time Visiting (( ★ YONCEE ★ )) Exotic & Passable ===(( 	 - t
4497137711,May 31,Pretty in Pink - m4w
4496885406,May 31,R..C..You Broke My heart - m4w
4496851964,May 31,Exxon Madison ave - m4w
4496739727,May 30,Straight College Guy looking to get blown - m4m
4487229932,May 30,straight discreetly bi - curious - m4m
4496548256,May 30,Dude waiting for 89 Bus in Weehawken - m4m
4496547761,May 30,Danny from Hoboken - m4m
4496348564,May 30,Coco the Cat - m4w
4496270004,May 30,LOOKING FOR 35 YO FEMALE MARRIED WHO ANSWERED MY AD - m4w
4496288148,May 30,Motor hard guru absence - w4m
4496282668,May 30,Black Woman at Chipotle in Springfield (route 22) - m4w
4496235966,May 30,beautiful (d'une beautÃ© Ã  vous couper le souffle) - m4w
4496187726,May 30,Soledad...... - m4w
4496123729,May 30,Famous Rays Pizza  - m4w
4495779032,May 30,You Turned Some Heads - m4w
4495728456,May 30,Star Spa on 5/21 - m4m
4495653804,May 30,A- worked at Kilroys 01-02 - m4w
4495620387,May 30,Ohio man - m4m
4495598931,May 30,Planet Fitness - m4m
4495514964,May 30,"Long Path, NY via North Jersey Tuesday - m4m"
4495359625,May 30,Cutie Exiting Journal Square Path Station Thu - m4m
4495334631,May 30,Susie search - m4w
4495286676,May 30,Buffalo Wild Wings Waiter - w4m
4495191670,May 30,Elm Street Grill - w4m
4494830643,May 29,Blonde that worked in Shoprite yr ago - m4w
4494826831,May 29,Verona connection - m4w
4494814928,May 29,Barnes and nobles 46w - m4w
4494708298,May 29,the lady in the  Honda CR-V  - m4w
4494655541,May 29,You are my neighbor  - m4w
4493904430,May 29,girl with blue hair by jfk and zabriskie - m4w
4493821998,May 29,Short Girl in Black Leggings at Oakland DMV - m4w
4493680887,May 29,you painted my company's reception - m4m
4493678309,May 29,Ex Stay America Hotel  Osmose  - m4m
4493623812,May 29,bakery man - m4w
4493604380,May 29,Pizza Hut Hot Blonde - m4w
4493449478,May 28,Not the other woman...the original woman
4493439790,May 28,Honduran restaurant on Blackwell St in Dover - m4w
4493370664,May 28,cablevision lady - m4w
4493317932,May 28,Lets see if we like each other and see if we share some chemistry - m4w
4493246281,May 28,EDC-Met at hardwell-danced until the night ended  - m4w
4493113574,May 28,tiki sexy - m4w
4493014621,May 28,Your Laughter Was Fun - m4w
4493011088,May 28,TALKED TODAY IN PARKING LOT - m4m
4492704469,May 28,Taekwondo guy at A&P supermarket  - m4m
4492036206,May 28,SEARS Parking lot VW - m4w
4491825563,May 28,Citco in Mawah - m4w
4491629150,May 27,711 parking lot - m4m
4491609506,May 27,Stupid PIGS in Hanover Township did NOTHING!!!!! - m4w
4491594578,May 27,I liked your Ferrari - m4m
4491569028,May 27,TRAIN: SECAUCUS TO KINGSLAND - m4w
4491556991,May 27,EWR Airport Security Line- Memorial Day - m4w
4491539430,May 27,A+P  - m4w
4491477934,May 27,Re Black River Park - m4m
4491434699,May 27,offer of lunch - m4w
4491312843,May 27,Iberostar Grand - m4mw
4491273910,May 27,shop-rite (nutley) - m4m
4491250204,May 27,RE:  Nick in my class  - m4m
4491182138,May 27,Starbucks Denville NJ - m4w
4491043259,May 27,Susie - m4w
4490932439,May 27,girl at wendys - m4w
4490819435,May 27,"Red Dress woman, singing kareokee in puerto plata - m4w"
4490789524,May 27,The Christmas shop - m4w
4490552038,May 27,STAR SPA TRUE BLOOD - m4m
4490445682,May 27,Star Spa - m4m
4490421484,May 27,Ur taking class next door  - m4m
4490391405,May 27,I gave you my mat at the gym - m4w
4490374338,May 27,Nick in my class - m4m
4490335138,May 27,asian at airport - m4m
4490176041,May 27,"5 Below, purple shirt w/ son Clifton - m4w"
4467777696,May 27,"Looking for my mami,we use to meet at belleville motel - m4w"
